feature_path,emotion,split
features_logmel\train\1651.npy,sad,train
features_logmel\train\1652.npy,happy,train
features_logmel\train\1653.npy,happy,train
features_logmel\train\1654.npy,happy,train
features_logmel\train\1655.npy,happy,train
features_logmel\train\1656.npy,neutral,train
features_logmel\train\1657.npy,sad,train
features_logmel\train\1658.npy,neutral,train
features_logmel\train\1659.npy,sad,train
features_logmel\train\1660.npy,angry,train
features_logmel\train\1661.npy,neutral,train
features_logmel\train\1662.npy,neutral,train
features_logmel\train\1663.npy,angry,train
features_logmel\train\1664.npy,sad,train
features_logmel\train\1665.npy,neutral,train
features_logmel\train\1666.npy,happy,train
features_logmel\train\1667.npy,happy,train
features_logmel\train\1668.npy,neutral,train
features_logmel\train\1669.npy,angry,train
features_logmel\train\1670.npy,happy,train
features_logmel\train\1671.npy,happy,train
features_logmel\train\1672.npy,sad,train
features_logmel\train\1673.npy,sad,train
features_logmel\train\1674.npy,happy,train
features_logmel\train\1675.npy,angry,train
features_logmel\train\1676.npy,sad,train
features_logmel\train\1677.npy,sad,train
features_logmel\train\1678.npy,neutral,train
features_logmel\train\1679.npy,sad,train
features_logmel\train\1680.npy,neutral,train
features_logmel\train\1681.npy,happy,train
features_logmel\train\1682.npy,happy,train
features_logmel\train\1683.npy,sad,train
features_logmel\train\1684.npy,sad,train
features_logmel\train\1685.npy,sad,train
features_logmel\train\1686.npy,happy,train
features_logmel\train\1687.npy,angry,train
features_logmel\train\1688.npy,neutral,train
features_logmel\train\1689.npy,neutral,train
features_logmel\train\1690.npy,angry,train
features_logmel\train\1691.npy,happy,train
features_logmel\train\1692.npy,angry,train
features_logmel\train\1693.npy,happy,train
features_logmel\train\1694.npy,neutral,train
features_logmel\train\1695.npy,neutral,train
features_logmel\train\1696.npy,angry,train
features_logmel\train\1697.npy,happy,train
features_logmel\train\1698.npy,happy,train
features_logmel\train\1699.npy,angry,train
features_logmel\train\1700.npy,sad,train
features_logmel\train\1701.npy,neutral,train
features_logmel\train\1702.npy,neutral,train
features_logmel\train\1703.npy,sad,train
features_logmel\train\1704.npy,sad,train
features_logmel\train\1705.npy,angry,train
features_logmel\train\1706.npy,sad,train
features_logmel\train\1707.npy,sad,train
features_logmel\train\1708.npy,happy,train
features_logmel\train\1709.npy,neutral,train
features_logmel\train\1710.npy,happy,train
features_logmel\train\1711.npy,sad,train
features_logmel\train\1712.npy,angry,train
features_logmel\train\1713.npy,sad,train
features_logmel\train\1714.npy,angry,train
features_logmel\train\1715.npy,neutral,train
features_logmel\train\1716.npy,happy,train
features_logmel\train\1717.npy,neutral,train
features_logmel\train\1718.npy,angry,train
features_logmel\train\1719.npy,happy,train
features_logmel\train\1720.npy,angry,train
features_logmel\train\1721.npy,neutral,train
features_logmel\train\1722.npy,sad,train
features_logmel\train\1723.npy,happy,train
features_logmel\train\1724.npy,sad,train
features_logmel\train\1725.npy,neutral,train
features_logmel\train\1726.npy,angry,train
features_logmel\train\1727.npy,sad,train
features_logmel\train\1728.npy,angry,train
features_logmel\train\1729.npy,sad,train
features_logmel\train\1730.npy,sad,train
features_logmel\train\1731.npy,happy,train
features_logmel\train\1732.npy,neutral,train
features_logmel\train\1733.npy,sad,train
features_logmel\train\1734.npy,neutral,train
features_logmel\train\1735.npy,happy,train
features_logmel\train\1736.npy,angry,train
features_logmel\train\1737.npy,neutral,train
features_logmel\train\1738.npy,neutral,train
features_logmel\train\1739.npy,neutral,train
features_logmel\train\1740.npy,angry,train
features_logmel\train\1741.npy,angry,train
features_logmel\train\1742.npy,happy,train
features_logmel\train\1743.npy,neutral,train
features_logmel\train\1744.npy,happy,train
features_logmel\train\1745.npy,sad,train
features_logmel\train\1746.npy,sad,train
features_logmel\train\1747.npy,angry,train
features_logmel\train\1748.npy,happy,train
features_logmel\train\1749.npy,neutral,train
features_logmel\train\1750.npy,happy,train
features_logmel\train\1751.npy,angry,train
features_logmel\train\1752.npy,angry,train
features_logmel\train\1753.npy,neutral,train
features_logmel\train\1754.npy,happy,train
features_logmel\train\1755.npy,happy,train
features_logmel\train\1756.npy,happy,train
features_logmel\train\1757.npy,sad,train
features_logmel\train\1758.npy,sad,train
features_logmel\train\1759.npy,sad,train
features_logmel\train\1760.npy,angry,train
features_logmel\train\1761.npy,happy,train
features_logmel\train\1762.npy,sad,train
features_logmel\train\1763.npy,sad,train
features_logmel\train\1764.npy,sad,train
features_logmel\train\1765.npy,neutral,train
features_logmel\train\1766.npy,angry,train
features_logmel\train\1767.npy,angry,train
features_logmel\train\1768.npy,happy,train
features_logmel\train\1769.npy,sad,train
features_logmel\train\1770.npy,happy,train
features_logmel\train\1771.npy,angry,train
features_logmel\train\1772.npy,neutral,train
features_logmel\train\1773.npy,neutral,train
features_logmel\train\1774.npy,sad,train
features_logmel\train\1775.npy,neutral,train
features_logmel\train\1776.npy,happy,train
features_logmel\train\1777.npy,sad,train
features_logmel\train\1778.npy,angry,train
features_logmel\train\1779.npy,sad,train
features_logmel\train\1780.npy,neutral,train
features_logmel\train\1781.npy,sad,train
features_logmel\train\1782.npy,sad,train
features_logmel\train\1783.npy,happy,train
features_logmel\train\1784.npy,happy,train
features_logmel\train\1785.npy,happy,train
features_logmel\train\1786.npy,sad,train
features_logmel\train\1787.npy,angry,train
features_logmel\train\1788.npy,angry,train
features_logmel\train\1789.npy,angry,train
features_logmel\train\1790.npy,sad,train
features_logmel\train\1791.npy,neutral,train
features_logmel\train\1792.npy,happy,train
features_logmel\train\1793.npy,sad,train
features_logmel\train\1794.npy,angry,train
features_logmel\train\1795.npy,angry,train
features_logmel\train\1796.npy,neutral,train
features_logmel\train\1797.npy,angry,train
features_logmel\train\1798.npy,happy,train
features_logmel\train\1799.npy,angry,train
features_logmel\train\1800.npy,happy,train
features_logmel\train\1801.npy,neutral,train
features_logmel\train\1802.npy,neutral,train
features_logmel\train\1803.npy,angry,train
features_logmel\train\1804.npy,angry,train
features_logmel\train\1805.npy,sad,train
features_logmel\train\1806.npy,sad,train
features_logmel\train\1807.npy,angry,train
features_logmel\train\1808.npy,happy,train
features_logmel\train\1809.npy,sad,train
features_logmel\train\1810.npy,angry,train
features_logmel\train\1811.npy,angry,train
features_logmel\train\1812.npy,happy,train
features_logmel\train\1813.npy,sad,train
features_logmel\train\1814.npy,neutral,train
features_logmel\train\1815.npy,angry,train
features_logmel\train\1816.npy,happy,train
features_logmel\train\1817.npy,neutral,train
features_logmel\train\1818.npy,neutral,train
features_logmel\train\1819.npy,happy,train
features_logmel\train\1820.npy,neutral,train
features_logmel\train\1821.npy,happy,train
features_logmel\train\1822.npy,angry,train
features_logmel\train\1823.npy,happy,train
features_logmel\train\1824.npy,neutral,train
features_logmel\train\1825.npy,happy,train
features_logmel\train\1826.npy,happy,train
features_logmel\train\1827.npy,sad,train
features_logmel\train\1828.npy,sad,train
features_logmel\train\1829.npy,sad,train
features_logmel\train\1830.npy,sad,train
features_logmel\train\1831.npy,neutral,train
features_logmel\train\1832.npy,angry,train
features_logmel\train\1833.npy,neutral,train
features_logmel\train\1834.npy,neutral,train
features_logmel\train\1835.npy,neutral,train
features_logmel\train\1836.npy,sad,train
features_logmel\train\1837.npy,angry,train
features_logmel\train\1838.npy,angry,train
features_logmel\train\1839.npy,angry,train
features_logmel\train\1840.npy,neutral,train
features_logmel\train\1841.npy,neutral,train
features_logmel\train\1842.npy,angry,train
features_logmel\train\1843.npy,angry,train
features_logmel\train\1844.npy,neutral,train
features_logmel\train\1845.npy,angry,train
features_logmel\train\1846.npy,happy,train
features_logmel\train\1847.npy,happy,train
features_logmel\train\1848.npy,happy,train
features_logmel\train\1849.npy,neutral,train
features_logmel\train\1850.npy,angry,train
features_logmel\train\1851.npy,neutral,train
features_logmel\train\1852.npy,angry,train
features_logmel\train\1853.npy,happy,train
features_logmel\train\1854.npy,sad,train
features_logmel\train\1855.npy,sad,train
features_logmel\train\1856.npy,neutral,train
features_logmel\train\1857.npy,sad,train
features_logmel\train\1858.npy,neutral,train
features_logmel\train\1859.npy,sad,train
features_logmel\train\1860.npy,sad,train
features_logmel\train\1861.npy,neutral,train
features_logmel\train\1862.npy,sad,train
features_logmel\train\1863.npy,angry,train
features_logmel\train\1864.npy,happy,train
features_logmel\train\1865.npy,happy,train
features_logmel\train\1866.npy,happy,train
features_logmel\train\1867.npy,sad,train
features_logmel\train\1868.npy,angry,train
features_logmel\train\1869.npy,angry,train
features_logmel\train\1870.npy,happy,train
features_logmel\train\1871.npy,angry,train
features_logmel\train\1872.npy,angry,train
features_logmel\train\1873.npy,happy,train
features_logmel\train\1874.npy,sad,train
features_logmel\train\1875.npy,neutral,train
features_logmel\train\1876.npy,sad,train
features_logmel\train\1877.npy,neutral,train
features_logmel\train\1878.npy,happy,train
features_logmel\train\1879.npy,angry,train
features_logmel\train\1880.npy,sad,train
features_logmel\train\1881.npy,angry,train
features_logmel\train\1882.npy,happy,train
features_logmel\train\1883.npy,neutral,train
features_logmel\train\1884.npy,angry,train
features_logmel\train\1885.npy,angry,train
features_logmel\train\1886.npy,sad,train
features_logmel\train\1887.npy,angry,train
features_logmel\train\1888.npy,neutral,train
features_logmel\train\1889.npy,sad,train
features_logmel\train\1890.npy,sad,train
features_logmel\train\1891.npy,sad,train
features_logmel\train\1892.npy,neutral,train
features_logmel\train\1893.npy,sad,train
features_logmel\train\1894.npy,happy,train
features_logmel\train\1895.npy,neutral,train
features_logmel\train\1896.npy,sad,train
features_logmel\train\1897.npy,angry,train
features_logmel\train\1898.npy,sad,train
features_logmel\train\1899.npy,neutral,train
features_logmel\train\1900.npy,happy,train
features_logmel\train\1901.npy,happy,train
features_logmel\train\1902.npy,neutral,train
features_logmel\train\1903.npy,happy,train
features_logmel\train\1904.npy,neutral,train
features_logmel\train\1905.npy,happy,train
features_logmel\train\1906.npy,neutral,train
features_logmel\train\1907.npy,neutral,train
features_logmel\train\1908.npy,angry,train
features_logmel\train\1909.npy,neutral,train
features_logmel\train\1910.npy,angry,train
features_logmel\train\1911.npy,angry,train
features_logmel\train\1912.npy,happy,train
features_logmel\train\1913.npy,neutral,train
features_logmel\train\1914.npy,happy,train
features_logmel\train\1915.npy,sad,train
features_logmel\train\1916.npy,angry,train
features_logmel\train\1917.npy,sad,train
features_logmel\train\1918.npy,happy,train
features_logmel\train\1919.npy,angry,train
features_logmel\train\1920.npy,happy,train
features_logmel\train\1921.npy,neutral,train
features_logmel\train\1922.npy,happy,train
features_logmel\train\1923.npy,neutral,train
features_logmel\train\1924.npy,happy,train
features_logmel\train\1925.npy,angry,train
features_logmel\train\1926.npy,happy,train
features_logmel\train\1927.npy,angry,train
features_logmel\train\1928.npy,happy,train
features_logmel\train\1929.npy,sad,train
features_logmel\train\1930.npy,angry,train
features_logmel\train\1931.npy,neutral,train
features_logmel\train\1932.npy,angry,train
features_logmel\train\1933.npy,angry,train
features_logmel\train\1934.npy,sad,train
features_logmel\train\1935.npy,neutral,train
features_logmel\train\1936.npy,neutral,train
features_logmel\train\1937.npy,happy,train
features_logmel\train\1938.npy,neutral,train
features_logmel\train\1939.npy,neutral,train
features_logmel\train\1940.npy,angry,train
features_logmel\train\1941.npy,happy,train
features_logmel\train\1942.npy,happy,train
features_logmel\train\1943.npy,neutral,train
features_logmel\train\1944.npy,happy,train
features_logmel\train\1945.npy,happy,train
features_logmel\train\1946.npy,angry,train
features_logmel\train\1947.npy,happy,train
features_logmel\train\1948.npy,sad,train
features_logmel\train\1949.npy,angry,train
features_logmel\train\1950.npy,neutral,train
features_logmel\train\1951.npy,sad,train
features_logmel\train\1952.npy,happy,train
features_logmel\train\1953.npy,sad,train
features_logmel\train\1954.npy,neutral,train
features_logmel\train\1955.npy,neutral,train
features_logmel\train\1956.npy,happy,train
features_logmel\train\1957.npy,neutral,train
features_logmel\train\1958.npy,angry,train
features_logmel\train\1959.npy,angry,train
features_logmel\train\1960.npy,happy,train
features_logmel\train\1961.npy,happy,train
features_logmel\train\1962.npy,sad,train
features_logmel\train\1963.npy,angry,train
features_logmel\train\1964.npy,neutral,train
features_logmel\train\1965.npy,sad,train
features_logmel\train\1966.npy,neutral,train
features_logmel\train\1967.npy,happy,train
features_logmel\train\1968.npy,neutral,train
features_logmel\train\1969.npy,angry,train
features_logmel\train\1970.npy,angry,train
features_logmel\train\1971.npy,neutral,train
features_logmel\train\1972.npy,happy,train
features_logmel\train\1973.npy,sad,train
features_logmel\train\1974.npy,sad,train
features_logmel\train\1975.npy,angry,train
features_logmel\train\1976.npy,neutral,train
features_logmel\train\1977.npy,sad,train
features_logmel\train\1978.npy,angry,train
features_logmel\train\1979.npy,neutral,train
features_logmel\train\1980.npy,angry,train
features_logmel\train\1981.npy,sad,train
features_logmel\train\1982.npy,happy,train
features_logmel\train\1983.npy,neutral,train
features_logmel\train\1984.npy,happy,train
features_logmel\train\1985.npy,happy,train
features_logmel\train\1986.npy,happy,train
features_logmel\train\1987.npy,sad,train
features_logmel\train\1988.npy,sad,train
features_logmel\train\1989.npy,angry,train
features_logmel\train\1990.npy,angry,train
features_logmel\train\1991.npy,neutral,train
features_logmel\train\1992.npy,angry,train
features_logmel\train\1993.npy,sad,train
features_logmel\train\1994.npy,neutral,train
features_logmel\train\1995.npy,sad,train
features_logmel\train\1996.npy,sad,train
features_logmel\train\1997.npy,happy,train
features_logmel\train\1998.npy,neutral,train
features_logmel\train\1999.npy,neutral,train
features_logmel\train\2000.npy,neutral,train
features_logmel\train\2001.npy,happy,train
features_logmel\train\2002.npy,happy,train
features_logmel\train\2003.npy,angry,train
features_logmel\train\2004.npy,angry,train
features_logmel\train\2005.npy,angry,train
features_logmel\train\2006.npy,neutral,train
features_logmel\train\2007.npy,angry,train
features_logmel\train\2008.npy,sad,train
features_logmel\train\2009.npy,sad,train
features_logmel\train\2010.npy,sad,train
features_logmel\train\2011.npy,angry,train
features_logmel\train\2012.npy,happy,train
features_logmel\train\2013.npy,neutral,train
features_logmel\train\2014.npy,sad,train
features_logmel\train\2015.npy,happy,train
features_logmel\train\2016.npy,happy,train
features_logmel\train\2017.npy,sad,train
features_logmel\train\2018.npy,angry,train
features_logmel\train\2019.npy,angry,train
features_logmel\train\2020.npy,neutral,train
features_logmel\train\2021.npy,angry,train
features_logmel\train\2022.npy,happy,train
features_logmel\train\2023.npy,happy,train
features_logmel\train\2024.npy,neutral,train
features_logmel\train\2025.npy,sad,train
features_logmel\train\2026.npy,neutral,train
features_logmel\train\2027.npy,neutral,train
features_logmel\train\2028.npy,neutral,train
features_logmel\train\2029.npy,sad,train
features_logmel\train\2030.npy,neutral,train
features_logmel\train\2031.npy,neutral,train
features_logmel\train\2032.npy,happy,train
features_logmel\train\2033.npy,sad,train
features_logmel\train\2034.npy,angry,train
features_logmel\train\2035.npy,neutral,train
features_logmel\train\2036.npy,angry,train
features_logmel\train\2037.npy,sad,train
features_logmel\train\2038.npy,happy,train
features_logmel\train\2039.npy,neutral,train
features_logmel\train\2040.npy,happy,train
features_logmel\train\2041.npy,sad,train
features_logmel\train\2042.npy,happy,train
features_logmel\train\2043.npy,neutral,train
features_logmel\train\2044.npy,happy,train
features_logmel\train\2045.npy,sad,train
features_logmel\train\2046.npy,sad,train
features_logmel\train\2047.npy,neutral,train
features_logmel\train\2048.npy,neutral,train
features_logmel\train\2049.npy,neutral,train
features_logmel\train\2050.npy,happy,train
features_logmel\train\2051.npy,happy,train
features_logmel\train\2052.npy,happy,train
features_logmel\train\2053.npy,neutral,train
features_logmel\train\2054.npy,neutral,train
features_logmel\train\2055.npy,happy,train
features_logmel\train\2056.npy,neutral,train
features_logmel\train\2057.npy,neutral,train
features_logmel\train\2058.npy,happy,train
features_logmel\train\2059.npy,neutral,train
features_logmel\train\2060.npy,happy,train
features_logmel\train\2061.npy,neutral,train
features_logmel\train\2062.npy,neutral,train
features_logmel\train\2063.npy,neutral,train
features_logmel\train\2064.npy,happy,train
features_logmel\train\2065.npy,angry,train
features_logmel\train\2066.npy,happy,train
features_logmel\train\2067.npy,happy,train
features_logmel\train\2068.npy,angry,train
features_logmel\train\2069.npy,sad,train
features_logmel\train\2070.npy,happy,train
features_logmel\train\2071.npy,angry,train
features_logmel\train\2072.npy,neutral,train
features_logmel\train\2073.npy,neutral,train
features_logmel\train\2074.npy,neutral,train
features_logmel\train\2075.npy,sad,train
features_logmel\train\2076.npy,happy,train
features_logmel\train\2077.npy,sad,train
features_logmel\train\2078.npy,sad,train
features_logmel\train\2079.npy,sad,train
features_logmel\train\2080.npy,angry,train
features_logmel\train\2081.npy,happy,train
features_logmel\train\2082.npy,angry,train
features_logmel\train\2083.npy,sad,train
features_logmel\train\2084.npy,neutral,train
features_logmel\train\2085.npy,neutral,train
features_logmel\train\2086.npy,neutral,train
features_logmel\train\2087.npy,sad,train
features_logmel\train\2088.npy,neutral,train
features_logmel\train\2089.npy,neutral,train
features_logmel\train\2090.npy,angry,train
features_logmel\train\2091.npy,happy,train
features_logmel\train\2092.npy,neutral,train
features_logmel\train\2093.npy,sad,train
features_logmel\train\2094.npy,angry,train
features_logmel\train\2095.npy,happy,train
features_logmel\train\2096.npy,angry,train
features_logmel\train\2097.npy,neutral,train
features_logmel\train\2098.npy,angry,train
features_logmel\train\2099.npy,angry,train
features_logmel\train\2100.npy,happy,train
features_logmel\train\2101.npy,neutral,train
features_logmel\train\2102.npy,happy,train
features_logmel\train\2103.npy,angry,train
features_logmel\train\2104.npy,angry,train
features_logmel\train\2105.npy,neutral,train
features_logmel\train\2106.npy,happy,train
features_logmel\train\2107.npy,angry,train
features_logmel\train\2108.npy,angry,train
features_logmel\train\2109.npy,sad,train
features_logmel\train\2110.npy,angry,train
features_logmel\train\2111.npy,sad,train
features_logmel\train\2112.npy,neutral,train
features_logmel\train\2113.npy,angry,train
features_logmel\train\2114.npy,happy,train
features_logmel\train\2115.npy,angry,train
features_logmel\train\2116.npy,neutral,train
features_logmel\train\2117.npy,happy,train
features_logmel\train\2118.npy,sad,train
features_logmel\train\2119.npy,sad,train
features_logmel\train\2120.npy,angry,train
features_logmel\train\2121.npy,angry,train
features_logmel\train\2122.npy,neutral,train
features_logmel\train\2123.npy,sad,train
features_logmel\train\2124.npy,sad,train
features_logmel\train\2125.npy,angry,train
features_logmel\train\2126.npy,sad,train
features_logmel\train\2127.npy,happy,train
features_logmel\train\2128.npy,happy,train
features_logmel\train\2129.npy,sad,train
features_logmel\train\2130.npy,angry,train
features_logmel\train\2131.npy,happy,train
features_logmel\train\2132.npy,neutral,train
features_logmel\train\2133.npy,happy,train
features_logmel\train\2134.npy,neutral,train
features_logmel\train\2135.npy,happy,train
features_logmel\train\2136.npy,sad,train
features_logmel\train\2137.npy,angry,train
features_logmel\train\2138.npy,neutral,train
features_logmel\train\2139.npy,sad,train
features_logmel\train\2140.npy,neutral,train
features_logmel\train\2141.npy,neutral,train
features_logmel\train\2142.npy,angry,train
features_logmel\train\2143.npy,neutral,train
features_logmel\train\2144.npy,sad,train
features_logmel\train\2145.npy,angry,train
features_logmel\train\2146.npy,sad,train
features_logmel\train\2147.npy,happy,train
features_logmel\train\2148.npy,sad,train
features_logmel\train\2149.npy,sad,train
features_logmel\train\2150.npy,neutral,train
features_logmel\train\2151.npy,sad,train
features_logmel\train\2152.npy,angry,train
features_logmel\train\2153.npy,neutral,train
features_logmel\train\2154.npy,happy,train
features_logmel\train\2155.npy,neutral,train
features_logmel\train\2156.npy,neutral,train
features_logmel\train\2157.npy,happy,train
features_logmel\train\2158.npy,sad,train
features_logmel\train\2159.npy,angry,train
features_logmel\train\2160.npy,neutral,train
features_logmel\train\2161.npy,sad,train
features_logmel\train\2162.npy,sad,train
features_logmel\train\2163.npy,sad,train
features_logmel\train\2164.npy,sad,train
features_logmel\train\2165.npy,happy,train
features_logmel\train\2166.npy,neutral,train
features_logmel\train\2167.npy,neutral,train
features_logmel\train\2168.npy,angry,train
features_logmel\train\2169.npy,happy,train
features_logmel\train\2170.npy,angry,train
features_logmel\train\2171.npy,angry,train
features_logmel\train\2172.npy,happy,train
features_logmel\train\2173.npy,happy,train
features_logmel\train\2174.npy,angry,train
features_logmel\train\2175.npy,neutral,train
features_logmel\train\2176.npy,happy,train
features_logmel\train\2177.npy,happy,train
features_logmel\train\2178.npy,happy,train
features_logmel\train\2179.npy,neutral,train
features_logmel\train\2180.npy,sad,train
features_logmel\train\2181.npy,happy,train
features_logmel\train\2182.npy,neutral,train
features_logmel\train\2183.npy,neutral,train
features_logmel\train\2184.npy,neutral,train
features_logmel\train\2185.npy,neutral,train
features_logmel\train\2186.npy,neutral,train
features_logmel\train\2187.npy,happy,train
features_logmel\train\2188.npy,angry,train
features_logmel\train\2189.npy,angry,train
features_logmel\train\2190.npy,happy,train
features_logmel\train\2191.npy,sad,train
features_logmel\train\2192.npy,neutral,train
features_logmel\train\2193.npy,neutral,train
features_logmel\train\2194.npy,neutral,train
features_logmel\train\2195.npy,angry,train
features_logmel\train\2196.npy,sad,train
features_logmel\train\2197.npy,angry,train
features_logmel\train\2198.npy,neutral,train
features_logmel\train\2199.npy,happy,train
features_logmel\train\2200.npy,happy,train
features_logmel\train\2201.npy,sad,train
features_logmel\train\2202.npy,neutral,train
features_logmel\train\2203.npy,sad,train
features_logmel\train\2204.npy,neutral,train
features_logmel\train\2205.npy,neutral,train
features_logmel\train\2206.npy,neutral,train
features_logmel\train\2207.npy,angry,train
features_logmel\train\2208.npy,happy,train
features_logmel\train\2209.npy,neutral,train
features_logmel\train\2210.npy,neutral,train
features_logmel\train\2211.npy,angry,train
features_logmel\train\2212.npy,happy,train
features_logmel\train\2213.npy,neutral,train
features_logmel\train\2214.npy,happy,train
features_logmel\train\2215.npy,neutral,train
features_logmel\train\2216.npy,happy,train
features_logmel\train\2217.npy,angry,train
features_logmel\train\2218.npy,happy,train
features_logmel\train\2219.npy,neutral,train
features_logmel\train\2220.npy,happy,train
features_logmel\train\2221.npy,happy,train
features_logmel\train\2222.npy,neutral,train
features_logmel\train\2223.npy,neutral,train
features_logmel\train\2224.npy,happy,train
features_logmel\train\2225.npy,angry,train
features_logmel\train\2226.npy,angry,train
features_logmel\train\2227.npy,sad,train
features_logmel\train\2228.npy,neutral,train
features_logmel\train\2229.npy,neutral,train
features_logmel\train\2230.npy,happy,train
features_logmel\train\2231.npy,sad,train
features_logmel\train\2232.npy,sad,train
features_logmel\train\2233.npy,sad,train
features_logmel\train\2234.npy,happy,train
features_logmel\train\2235.npy,angry,train
features_logmel\train\2236.npy,neutral,train
features_logmel\train\2237.npy,sad,train
features_logmel\train\2238.npy,neutral,train
features_logmel\train\2239.npy,angry,train
features_logmel\train\2240.npy,sad,train
features_logmel\train\2241.npy,angry,train
features_logmel\train\2242.npy,angry,train
features_logmel\train\2243.npy,neutral,train
features_logmel\train\2244.npy,neutral,train
features_logmel\train\2245.npy,neutral,train
features_logmel\train\2246.npy,sad,train
features_logmel\train\2247.npy,happy,train
features_logmel\train\2248.npy,sad,train
features_logmel\train\2249.npy,sad,train
features_logmel\train\2250.npy,sad,train
features_logmel\train\2251.npy,angry,train
features_logmel\train\2252.npy,sad,train
features_logmel\train\2253.npy,neutral,train
features_logmel\train\2254.npy,neutral,train
features_logmel\train\2255.npy,neutral,train
features_logmel\train\2256.npy,angry,train
features_logmel\train\2257.npy,neutral,train
features_logmel\train\2258.npy,happy,train
features_logmel\train\2259.npy,neutral,train
features_logmel\train\2260.npy,happy,train
features_logmel\train\2261.npy,neutral,train
features_logmel\train\2262.npy,neutral,train
features_logmel\train\2263.npy,sad,train
features_logmel\train\2264.npy,angry,train
features_logmel\train\2265.npy,neutral,train
features_logmel\train\2266.npy,neutral,train
features_logmel\train\2267.npy,sad,train
features_logmel\train\2268.npy,sad,train
features_logmel\train\2269.npy,sad,train
features_logmel\train\2270.npy,sad,train
features_logmel\train\2271.npy,sad,train
features_logmel\train\2272.npy,happy,train
features_logmel\train\2273.npy,happy,train
features_logmel\train\2274.npy,angry,train
features_logmel\train\2275.npy,happy,train
features_logmel\train\2276.npy,sad,train
features_logmel\train\2277.npy,neutral,train
features_logmel\train\2278.npy,neutral,train
features_logmel\train\2279.npy,happy,train
features_logmel\train\2280.npy,happy,train
features_logmel\train\2281.npy,neutral,train
features_logmel\train\2282.npy,sad,train
features_logmel\train\2283.npy,neutral,train
features_logmel\train\2284.npy,angry,train
features_logmel\train\2285.npy,angry,train
features_logmel\train\2286.npy,neutral,train
features_logmel\train\2287.npy,sad,train
features_logmel\train\2288.npy,angry,train
features_logmel\train\2289.npy,neutral,train
features_logmel\train\2290.npy,neutral,train
features_logmel\train\2291.npy,angry,train
features_logmel\train\2292.npy,angry,train
features_logmel\train\2293.npy,happy,train
features_logmel\train\2294.npy,sad,train
features_logmel\train\2295.npy,sad,train
features_logmel\train\2296.npy,neutral,train
features_logmel\train\2297.npy,happy,train
features_logmel\train\2298.npy,happy,train
features_logmel\train\2299.npy,neutral,train
features_logmel\train\2300.npy,sad,train
features_logmel\train\2301.npy,sad,train
features_logmel\train\2302.npy,angry,train
features_logmel\train\2303.npy,neutral,train
features_logmel\train\2304.npy,happy,train
features_logmel\train\2305.npy,sad,train
features_logmel\train\2306.npy,neutral,train
features_logmel\train\2307.npy,happy,train
features_logmel\train\2308.npy,happy,train
features_logmel\train\2309.npy,happy,train
features_logmel\train\2310.npy,neutral,train
features_logmel\train\2311.npy,sad,train
features_logmel\train\2312.npy,happy,train
features_logmel\train\2313.npy,neutral,train
features_logmel\train\2314.npy,neutral,train
features_logmel\train\2315.npy,angry,train
features_logmel\train\2316.npy,happy,train
features_logmel\train\2317.npy,neutral,train
features_logmel\train\2318.npy,angry,train
features_logmel\train\2319.npy,happy,train
features_logmel\train\2320.npy,happy,train
features_logmel\train\2321.npy,sad,train
features_logmel\train\2322.npy,angry,train
features_logmel\train\2323.npy,angry,train
features_logmel\train\2324.npy,neutral,train
features_logmel\train\2325.npy,happy,train
features_logmel\train\2326.npy,neutral,train
features_logmel\train\2327.npy,happy,train
features_logmel\train\2328.npy,neutral,train
features_logmel\train\2329.npy,happy,train
features_logmel\train\2330.npy,sad,train
features_logmel\train\2331.npy,happy,train
features_logmel\train\2332.npy,neutral,train
features_logmel\train\2333.npy,neutral,train
features_logmel\train\2334.npy,neutral,train
features_logmel\train\2335.npy,happy,train
features_logmel\train\2336.npy,angry,train
features_logmel\train\2337.npy,sad,train
features_logmel\train\2338.npy,neutral,train
features_logmel\train\2339.npy,happy,train
features_logmel\train\2340.npy,neutral,train
features_logmel\train\2341.npy,neutral,train
features_logmel\train\2342.npy,angry,train
features_logmel\train\2343.npy,happy,train
features_logmel\train\2344.npy,sad,train
features_logmel\train\2345.npy,happy,train
features_logmel\train\2346.npy,happy,train
features_logmel\train\2347.npy,neutral,train
features_logmel\train\2348.npy,neutral,train
features_logmel\train\2349.npy,sad,train
features_logmel\train\2350.npy,neutral,train
features_logmel\train\2351.npy,neutral,train
features_logmel\train\2352.npy,happy,train
features_logmel\train\2353.npy,sad,train
features_logmel\train\2354.npy,sad,train
features_logmel\train\2355.npy,happy,train
features_logmel\train\2356.npy,angry,train
features_logmel\train\2357.npy,sad,train
features_logmel\train\2358.npy,happy,train
features_logmel\train\2359.npy,sad,train
features_logmel\train\2360.npy,neutral,train
features_logmel\train\2361.npy,sad,train
features_logmel\train\2362.npy,neutral,train
features_logmel\train\2363.npy,happy,train
features_logmel\train\2364.npy,happy,train
features_logmel\train\2365.npy,neutral,train
features_logmel\train\2366.npy,neutral,train
features_logmel\train\2367.npy,neutral,train
features_logmel\train\2368.npy,neutral,train
features_logmel\train\2369.npy,angry,train
features_logmel\train\2370.npy,angry,train
features_logmel\train\2371.npy,neutral,train
features_logmel\train\2372.npy,happy,train
features_logmel\train\2373.npy,sad,train
features_logmel\train\2374.npy,happy,train
features_logmel\train\2375.npy,angry,train
